requisition_id,department,country,job_family,seniority_level,open_date,close_date,days_to_fill,candidates_screened,candidates_interviewed,hired_employee_id,source
REQ-00463,Operations,Norge,Individual Contributor,Mid,2024-01-22,2024-02-28,37,115,11,EMP-01510,Job Board
REQ-00464,Operations,Norge,Individual Contributor,Junior,2024-11-10,2024-12-10,30,64,15,EMP-01517,Referral
REQ-00465,Sales,Sverige,Individual Contributor,Mid,2024-09-06,2024-10-30,54,27,6,EMP-01521,Referral
REQ-00466,Marketing,Finland,Individual Contributor,Junior,2024-10-27,2024-12-10,44,142,4,EMP-01524,Referral
REQ-00467,Customer Support,Danmark,Specialist,Mid,2024-01-15,2024-02-09,25,88,13,EMP-01532,Agency
REQ-00468,Finance,Norge,Specialist,Mid,2023-08-02,2023-09-21,50,133,7,EMP-01536,LinkedIn
REQ-00469,Operations,Tyskland,Individual Contributor,Junior,2022-10-02,2022-11-14,43,25,12,EMP-01541,Referral
REQ-00470,Engineering,Norge,Individual Contributor,Mid,2022-02-05,2022-03-13,36,129,7,EMP-01543,Job Board
REQ-00471,R&D,Tyskland,Individual Contributor,Mid,2022-10-09,2022-10-23,14,86,3,EMP-01548,Job Board
REQ-00472,Sales,Norge,Individual Contributor,Junior,2024-08-14,2024-09-26,43,141,13,EMP-01554,Internal
REQ-00473,Engineering,Norge,Individual Contributor,Junior,2024-10-28,2024-12-10,43,64,13,EMP-01555,LinkedIn
REQ-00474,Engineering,Norge,Individual Contributor,Junior,2022-12-29,2023-02-17,50,93,9,EMP-01559,LinkedIn
REQ-00475,Finance,Norge,Individual Contributor,Junior,2024-10-19,2024-12-10,52,103,8,EMP-01565,Agency
REQ-00476,Engineering,Sverige,Individual Contributor,Junior,2024-07-13,2024-08-17,35,66,7,EMP-01569,Agency
REQ-00477,Sales,Tyskland,Individual Contributor,Junior,2024-04-03,2024-04-21,18,55,10,EMP-01576,Referral
REQ-00478,Operations,Norge,Individual Contributor,Mid,2024-09-10,2024-09-24,14,67,3,EMP-01580,LinkedIn
REQ-00479,Engineering,Sverige,Individual Contributor,Mid,2021-12-19,2022-03-12,83,36,4,EMP-01583,Internal
REQ-00480,Operations,Danmark,Individual Contributor,Junior,2023-03-13,2023-05-04,52,78,3,EMP-01595,Job Board
REQ-00481,Engineering,Danmark,Individual Contributor,Junior,2024-06-10,2024-08-09,60,78,12,EMP-01596,Referral
REQ-00482,Engineering,Finland,Individual Contributor,Junior,2024-11-09,2024-12-10,31,48,4,EMP-01599,Job Board
REQ-00483,Operations,Sverige,Individual Contributor,Junior,2023-11-07,2023-11-21,14,102,13,EMP-01600,Agency
REQ-00484,Customer Support,Tyskland,Individual Contributor,Mid,2024-09-18,2024-11-02,45,51,8,EMP-01601,Job Board
REQ-00485,Marketing,Tyskland,Individual Contributor,Mid,2024-10-30,2024-12-10,41,57,15,EMP-01602,Internal
REQ-00486,Operations,Norge,Specialist,Mid,2023-04-21,2023-05-21,30,72,7,EMP-01605,LinkedIn
REQ-00487,Engineering,Sverige,Individual Contributor,Junior,2023-05-02,2023-05-31,29,34,11,EMP-01610,Referral
REQ-00488,Customer Support,Sverige,Individual Contributor,Junior,2024-01-29,2024-03-19,50,27,13,EMP-01612,Job Board
REQ-00489,Customer Support,Norge,Individual Contributor,Mid,2022-12-01,2023-01-31,61,142,15,EMP-01613,LinkedIn
REQ-00490,Engineering,Tyskland,Individual Contributor,Junior,2024-10-15,2024-12-10,56,75,10,EMP-01615,Job Board
REQ-00491,Sales,Tyskland,Individual Contributor,Junior,2023-04-20,2023-05-13,23,118,9,EMP-01620,Job Board
REQ-00492,Finance,Sverige,Individual Contributor,Mid,2022-02-11,2022-04-09,57,23,13,EMP-01626,Job Board
REQ-00493,Customer Support,Danmark,Individual Contributor,Junior,2023-08-27,2023-10-03,37,35,9,EMP-01632,Job Board
REQ-00494,Engineering,Sverige,Individual Contributor,Junior,2024-09-07,2024-11-20,74,129,3,EMP-01636,Job Board
REQ-00495,Operations,Finland,Individual Contributor,Junior,2024-11-01,2024-12-10,39,35,14,EMP-01641,Referral
REQ-00496,R&D,Sverige,Individual Contributor,Junior,2022-11-01,2023-01-05,65,27,8,EMP-01643,LinkedIn
REQ-00497,Marketing,Norge,Individual Contributor,Junior,2023-02-18,2023-03-18,28,78,5,EMP-01644,Referral
REQ-00498,Customer Support,Norge,Individual Contributor,Junior,2024-11-15,2024-12-10,25,90,3,EMP-01648,Job Board
REQ-00499,Finance,Sverige,Individual Contributor,Mid,2022-06-29,2022-08-15,47,44,13,EMP-01653,LinkedIn
REQ-00500,Engineering,Norge,Individual Contributor,Junior,2023-11-04,2023-12-22,48,91,3,EMP-01655,Referral
REQ-00501,Sales,Norge,Individual Contributor,Junior,2023-06-20,2023-07-30,40,25,7,EMP-01657,LinkedIn
REQ-00502,Engineering,Norge,Individual Contributor,Mid,2023-01-21,2023-02-24,34,69,8,EMP-01661,LinkedIn
REQ-00503,Customer Support,Norge,Individual Contributor,Junior,2024-09-20,2024-10-09,19,136,6,EMP-01662,Agency
REQ-00504,Engineering,Danmark,Individual Contributor,Junior,2022-08-28,2022-10-11,44,94,9,EMP-01663,LinkedIn
REQ-00505,Customer Support,Finland,Specialist,Mid,2023-03-13,2023-05-02,50,111,5,EMP-01665,LinkedIn
REQ-00506,Engineering,Danmark,Individual Contributor,Junior,2024-11-02,2024-12-10,38,40,4,EMP-01667,LinkedIn
REQ-00507,Customer Support,Finland,Individual Contributor,Junior,2024-10-09,2024-12-09,61,86,4,EMP-01668,LinkedIn
REQ-00508,Engineering,Tyskland,Individual Contributor,Mid,2022-09-07,2022-10-25,48,46,5,EMP-01669,Internal
REQ-00509,R&D,Sverige,Individual Contributor,Mid,2022-10-31,2022-12-30,60,126,14,EMP-01682,Internal
REQ-00510,Sales,Tyskland,Individual Contributor,Mid,2024-11-21,2024-12-10,19,54,9,EMP-01683,Referral
REQ-00511,Engineering,Tyskland,Individual Contributor,Junior,2024-06-29,2024-08-23,55,76,8,EMP-01684,Job Board
REQ-00512,Customer Support,Finland,Specialist,Mid,2022-12-25,2023-02-14,51,64,10,EMP-01690,LinkedIn
REQ-00513,Marketing,Sverige,Individual Contributor,Mid,2023-03-11,2023-04-19,39,72,14,EMP-01692,Agency
REQ-00514,Customer Support,Norge,Individual Contributor,Junior,2023-03-13,2023-04-16,34,124,15,EMP-01694,Referral
REQ-00515,Engineering,Sverige,Individual Contributor,Mid,2024-10-09,2024-12-10,62,102,9,EMP-01695,LinkedIn
REQ-00516,Customer Support,Danmark,Individual Contributor,Junior,2022-11-23,2022-12-09,16,124,12,EMP-01698,LinkedIn
REQ-00517,Sales,Norge,Individual Contributor,Junior,2023-08-03,2023-09-11,39,123,11,EMP-01699,Agency
REQ-00518,Customer Support,Norge,Specialist,Mid,2021-12-28,2022-01-17,20,90,10,EMP-01700,LinkedIn
REQ-00519,Sales,Norge,Individual Contributor,Junior,2022-03-11,2022-04-06,26,75,4,EMP-01704,Agency
REQ-00520,HR,Danmark,Individual Contributor,Mid,2022-12-08,2023-01-16,39,145,12,EMP-01716,Agency
REQ-00521,Engineering,Norge,Individual Contributor,Junior,2024-02-06,2024-04-10,64,129,8,EMP-01719,Referral
REQ-00522,Marketing,Tyskland,Individual Contributor,Mid,2022-06-27,2022-07-11,14,66,13,EMP-01720,LinkedIn
REQ-00523,Marketing,Tyskland,Individual Contributor,Junior,2023-07-04,2023-09-01,59,84,7,EMP-01721,Job Board
REQ-00524,Sales,Finland,Individual Contributor,Mid,2023-06-08,2023-08-07,60,85,12,EMP-01729,LinkedIn
REQ-00525,Customer Support,Finland,Specialist,Mid,2023-04-07,2023-05-22,45,138,13,EMP-01732,Agency
REQ-00526,Customer Support,Danmark,Specialist,Mid,2022-02-20,2022-03-10,18,99,8,EMP-01744,Internal
REQ-00527,Operations,Norge,Individual Contributor,Junior,2024-10-14,2024-12-10,57,136,11,EMP-01747,LinkedIn
REQ-00528,Operations,Norge,Individual Contributor,Mid,2022-06-28,2022-08-08,41,35,14,EMP-01750,Job Board
REQ-00529,R&D,Danmark,Individual Contributor,Junior,2024-01-28,2024-03-09,41,79,3,EMP-01753,Referral
REQ-00530,Engineering,Sverige,Individual Contributor,Junior,2023-11-01,2023-12-10,39,141,4,EMP-01758,Job Board
REQ-00531,Engineering,Norge,Individual Contributor,Junior,2021-12-20,2022-02-10,52,99,13,EMP-01762,Internal
REQ-00532,Customer Support,Danmark,Individual Contributor,Junior,2024-11-15,2024-12-10,25,118,8,EMP-01765,Job Board
REQ-00533,Operations,Norge,Individual Contributor,Junior,2024-04-25,2024-06-17,53,28,13,EMP-01766,Internal
REQ-00534,Customer Support,Norge,Individual Contributor,Junior,2023-08-17,2023-10-09,53,58,11,EMP-01770,Referral
REQ-00535,Customer Support,Norge,Individual Contributor,Junior,2024-08-02,2024-09-03,32,39,4,EMP-01771,Referral
REQ-00536,Sales,Sverige,Individual Contributor,Junior,2024-06-20,2024-07-16,26,133,9,EMP-01773,Job Board
REQ-00537,Engineering,Tyskland,Individual Contributor,Junior,2024-07-26,2024-09-25,61,37,3,EMP-01774,Referral
REQ-00538,Sales,Danmark,Individual Contributor,Mid,2022-08-09,2022-09-22,44,44,14,EMP-01775,Agency
REQ-00539,Customer Support,Sverige,Individual Contributor,Junior,2022-07-29,2022-08-15,17,76,10,EMP-01778,Referral
REQ-00540,Engineering,Norge,Individual Contributor,Junior,2024-10-26,2024-12-10,45,48,4,EMP-01780,LinkedIn
REQ-00541,Finance,Finland,Specialist,Mid,2023-10-16,2024-01-01,77,137,3,EMP-01782,Referral
REQ-00542,Finance,Norge,Individual Contributor,Junior,2023-01-25,2023-02-28,34,88,7,EMP-01785,Agency
REQ-00543,Operations,Danmark,Individual Contributor,Mid,2024-11-02,2024-12-10,38,84,7,EMP-01789,LinkedIn
REQ-00544,R&D,Tyskland,Individual Contributor,Mid,2022-11-26,2023-01-08,43,78,15,EMP-01790,Internal
REQ-00545,Operations,Norge,Individual Contributor,Junior,2024-03-30,2024-04-25,26,54,8,EMP-01792,Referral
REQ-00546,Sales,Norge,Individual Contributor,Mid,2024-10-15,2024-11-30,46,54,4,EMP-01793,Internal
REQ-00547,HR,Norge,Specialist,Mid,2022-07-19,2022-08-28,40,36,12,EMP-01798,Agency
REQ-00548,Sales,Norge,Individual Contributor,Junior,2024-10-20,2024-12-10,51,104,4,EMP-01808,Internal
REQ-00549,Sales,Sverige,Individual Contributor,Junior,2024-11-26,2024-12-10,14,42,3,EMP-01810,Referral
REQ-00550,Marketing,Sverige,Individual Contributor,Mid,2023-09-15,2023-10-25,40,112,14,EMP-01818,Agency
REQ-00551,R&D,Norge,Individual Contributor,Junior,2024-10-02,2024-11-09,38,53,9,EMP-01819,Referral
REQ-00552,Sales,Sverige,Individual Contributor,Junior,2024-11-26,2024-12-10,14,53,4,EMP-01822,Referral
REQ-00553,Marketing,Norge,Individual Contributor,Mid,2023-03-17,2023-04-17,31,111,4,EMP-01823,LinkedIn
REQ-00554,Operations,Norge,Individual Contributor,Mid,2022-06-22,2022-08-01,40,131,5,EMP-01826,Internal
REQ-00555,Customer Support,Sverige,Specialist,Mid,2024-09-04,2024-10-09,35,22,3,EMP-01827,LinkedIn
REQ-00556,Finance,Danmark,Individual Contributor,Mid,2022-07-29,2022-09-01,34,140,13,EMP-01828,Referral
REQ-00557,Engineering,Tyskland,Individual Contributor,Junior,2022-12-29,2023-02-16,49,47,7,EMP-01829,LinkedIn
REQ-00558,Marketing,Norge,Specialist,Mid,2022-12-02,2022-12-30,28,133,5,EMP-01830,LinkedIn
REQ-00559,Engineering,Sverige,Individual Contributor,Junior,2024-09-21,2024-12-10,80,149,8,EMP-01831,LinkedIn
REQ-00560,Sales,Sverige,Individual Contributor,Junior,2023-08-17,2023-09-25,39,129,15,EMP-01836,Referral
REQ-00561,Sales,Norge,Individual Contributor,Mid,2022-10-03,2022-11-11,39,68,4,EMP-01840,Job Board
REQ-00562,R&D,Tyskland,Individual Contributor,Mid,2022-05-12,2022-05-27,15,91,12,EMP-01844,Internal
REQ-00563,Sales,Norge,Individual Contributor,Junior,2024-11-10,2024-12-10,30,79,8,EMP-01846,LinkedIn
REQ-00564,Finance,Danmark,Individual Contributor,Junior,2024-10-18,2024-11-14,27,38,14,EMP-01847,LinkedIn
REQ-00565,Finance,Norge,Specialist,Mid,2022-05-07,2022-06-10,34,146,6,EMP-01850,LinkedIn
REQ-00566,Sales,Finland,Individual Contributor,Junior,2023-11-20,2023-12-30,40,126,14,EMP-01853,Job Board
REQ-00567,Sales,Norge,Individual Contributor,Junior,2022-05-03,2022-05-28,25,30,6,EMP-01854,Referral
REQ-00568,Sales,Tyskland,Individual Contributor,Mid,2022-11-24,2022-12-25,31,140,10,EMP-01857,LinkedIn
REQ-00569,Sales,Sverige,Individual Contributor,Mid,2023-05-27,2023-06-14,18,44,3,EMP-01862,Job Board
REQ-00570,Finance,Norge,Specialist,Mid,2023-03-16,2023-04-28,43,101,14,EMP-01863,Job Board
REQ-00571,Finance,Norge,Specialist,Mid,2021-12-16,2022-02-01,47,136,13,EMP-01864,LinkedIn
REQ-00572,HR,Sverige,Specialist,Mid,2022-02-16,2022-03-30,42,76,6,EMP-01865,LinkedIn
REQ-00573,Marketing,Danmark,Individual Contributor,Mid,2024-04-13,2024-05-30,47,100,4,EMP-01867,Agency
REQ-00574,R&D,Sverige,Individual Contributor,Junior,2023-03-10,2023-04-25,46,108,13,EMP-01869,LinkedIn
REQ-00575,Customer Support,Norge,Individual Contributor,Mid,2022-11-20,2022-12-05,15,95,12,EMP-01871,Internal
REQ-00576,Engineering,Finland,Individual Contributor,Junior,2021-11-15,2022-02-05,82,90,3,EMP-01875,Internal
REQ-00577,Sales,Tyskland,Individual Contributor,Junior,2024-05-12,2024-06-29,48,25,10,EMP-01884,LinkedIn
REQ-00578,Operations,Norge,Specialist,Mid,2022-09-13,2022-09-27,14,130,10,EMP-01889,LinkedIn
REQ-00579,Operations,Norge,Individual Contributor,Junior,2024-11-17,2024-12-10,23,137,15,EMP-01890,Agency
REQ-00580,Sales,Tyskland,Individual Contributor,Mid,2022-08-25,2022-09-10,16,40,4,EMP-01896,Referral
REQ-00581,Operations,Sverige,Individual Contributor,Junior,2024-10-30,2024-12-10,41,149,5,EMP-01898,LinkedIn
REQ-00582,Engineering,Danmark,Individual Contributor,Junior,2024-10-30,2024-12-10,41,32,10,EMP-01900,Referral
REQ-00583,Sales,Norge,Individual Contributor,Mid,2023-03-07,2023-04-11,35,28,8,EMP-01905,Agency
REQ-00584,Marketing,Sverige,Individual Contributor,Junior,2024-09-09,2024-11-09,61,113,8,EMP-01908,Referral
REQ-00585,Marketing,Sverige,Individual Contributor,Mid,2021-11-17,2022-01-12,56,138,15,EMP-01912,LinkedIn
REQ-00586,Customer Support,Danmark,Specialist,Mid,2023-05-29,2023-06-18,20,56,8,EMP-01914,LinkedIn
REQ-00587,Operations,Norge,Individual Contributor,Junior,2024-10-26,2024-12-06,41,132,10,EMP-01915,Referral
REQ-00588,Marketing,Norge,Individual Contributor,Mid,2022-08-06,2022-10-07,62,124,10,EMP-01916,Agency
REQ-00589,HR,Norge,Individual Contributor,Junior,2024-09-12,2024-10-03,21,53,8,EMP-01917,Job Board
REQ-00590,Sales,Danmark,Individual Contributor,Junior,2023-01-08,2023-02-26,49,120,9,EMP-01918,LinkedIn
REQ-00591,Sales,Norge,Individual Contributor,Junior,2024-11-08,2024-12-10,32,144,15,EMP-01928,LinkedIn
REQ-00592,Engineering,Sverige,Individual Contributor,Mid,2022-05-03,2022-06-07,35,140,6,EMP-01930,Internal
REQ-00593,Operations,Norge,Individual Contributor,Mid,2022-04-10,2022-06-06,57,146,5,EMP-01934,Internal
REQ-00594,Customer Support,Norge,Individual Contributor,Junior,2024-10-12,2024-11-09,28,73,11,EMP-01935,LinkedIn
REQ-00595,Customer Support,Tyskland,Individual Contributor,Mid,2021-12-24,2022-01-25,32,136,4,EMP-01937,Internal
REQ-00596,Customer Support,Sverige,Individual Contributor,Junior,2022-07-01,2022-07-30,29,59,4,EMP-01940,Referral
REQ-00597,Operations,Sverige,Specialist,Mid,2023-10-29,2023-12-18,50,131,5,EMP-01946,Agency
REQ-00598,Engineering,Norge,Individual Contributor,Junior,2023-11-04,2024-01-07,64,118,11,EMP-01947,Agency
REQ-00599,Operations,Norge,Individual Contributor,Junior,2024-06-08,2024-07-01,23,66,10,EMP-01949,LinkedIn
REQ-00600,Engineering,Finland,Individual Contributor,Mid,2022-02-17,2022-04-19,61,63,11,EMP-01950,Referral
REQ-00601,Engineering,Danmark,Individual Contributor,Junior,2024-10-16,2024-12-10,55,35,13,EMP-01952,Job Board
REQ-00602,Finance,Tyskland,Individual Contributor,Junior,2024-10-22,2024-12-10,49,63,9,EMP-01954,Referral
REQ-00603,Marketing,Sverige,Specialist,Mid,2021-12-26,2022-01-20,25,94,7,EMP-01957,Internal
REQ-00604,Engineering,Norge,Individual Contributor,Junior,2023-10-01,2023-12-10,70,120,3,EMP-01961,Agency
REQ-00605,Marketing,Sverige,Individual Contributor,Junior,2024-06-08,2024-07-25,47,123,11,EMP-01964,Referral
REQ-00606,Engineering,Danmark,Individual Contributor,Mid,2023-02-25,2023-04-01,35,104,11,EMP-01965,Internal
REQ-00607,Marketing,Sverige,Specialist,Mid,2024-03-24,2024-05-05,42,81,5,EMP-01967,LinkedIn
REQ-00608,Engineering,Sverige,Individual Contributor,Junior,2022-12-02,2023-01-28,57,39,13,EMP-01970,Job Board
REQ-00609,Sales,Tyskland,Individual Contributor,Mid,2022-04-19,2022-05-13,24,78,6,EMP-01971,Internal
REQ-00610,Sales,Sverige,Individual Contributor,Junior,2023-03-25,2023-05-05,41,28,7,EMP-01976,LinkedIn
REQ-00611,Customer Support,Norge,Individual Contributor,Mid,2021-12-25,2022-01-29,35,44,10,EMP-01980,Internal
REQ-00612,Engineering,Sverige,Individual Contributor,Mid,2022-11-03,2022-11-30,27,103,6,EMP-01983,LinkedIn
REQ-00613,Sales,Finland,Individual Contributor,Junior,2024-05-14,2024-05-28,14,108,9,EMP-01985,LinkedIn
REQ-00614,Engineering,Norge,Individual Contributor,Mid,2022-03-30,2022-06-18,80,109,14,EMP-01989,LinkedIn
REQ-00615,Engineering,Danmark,Individual Contributor,Mid,2021-12-23,2022-02-09,48,99,9,EMP-01990,LinkedIn
REQ-00616,Sales,Danmark,Individual Contributor,Junior,2023-01-29,2023-03-06,36,26,15,EMP-01992,LinkedIn
REQ-00617,Marketing,Danmark,Specialist,Mid,2022-02-04,2022-02-23,19,94,4,EMP-01993,Internal
REQ-00618,Customer Support,Tyskland,Individual Contributor,Junior,2024-11-14,2024-12-10,26,123,6,EMP-01995,LinkedIn
REQ-00619,Marketing,Norge,Individual Contributor,Mid,2022-07-27,2022-10-02,67,118,15,EMP-02015,Job Board
REQ-00620,HR,Danmark,Individual Contributor,Junior,2022-12-19,2023-02-28,71,44,10,EMP-02016,LinkedIn
REQ-00621,Engineering,Norge,Individual Contributor,Mid,2022-01-05,2022-01-27,22,35,6,EMP-02025,Internal
REQ-00622,Engineering,Norge,Individual Contributor,Junior,2023-07-22,2023-09-10,50,76,10,EMP-02028,Referral
REQ-00623,Sales,Danmark,Individual Contributor,Junior,2023-12-26,2024-02-27,63,85,10,EMP-02029,LinkedIn
REQ-00624,Engineering,Norge,Individual Contributor,Junior,2024-10-19,2024-12-10,52,52,4,EMP-02030,LinkedIn
REQ-00625,Engineering,Sverige,Individual Contributor,Junior,2023-06-28,2023-08-27,60,30,9,EMP-02033,Job Board
REQ-00626,Sales,Norge,Individual Contributor,Mid,2022-09-23,2022-10-25,32,121,3,EMP-02034,Internal
REQ-00627,Sales,Finland,Individual Contributor,Mid,2021-12-16,2022-02-06,52,115,13,EMP-02037,Internal
REQ-00628,Customer Support,Sverige,Individual Contributor,Junior,2024-10-15,2024-12-10,56,148,3,EMP-02041,Agency
REQ-00629,Operations,Tyskland,Individual Contributor,Junior,2024-10-29,2024-12-10,42,103,9,EMP-02044,Referral
REQ-00630,R&D,Sverige,Individual Contributor,Mid,2023-10-05,2023-10-21,16,21,15,EMP-02045,LinkedIn
REQ-00631,Operations,Sverige,Individual Contributor,Junior,2022-07-05,2022-07-30,25,44,13,EMP-02050,Referral
REQ-00632,Engineering,Danmark,Individual Contributor,Junior,2022-06-15,2022-08-15,61,148,11,EMP-02055,Referral
REQ-00633,HR,Norge,Individual Contributor,Junior,2024-05-29,2024-07-01,33,132,15,EMP-02057,LinkedIn
REQ-00634,Sales,Sverige,Individual Contributor,Mid,2022-07-26,2022-08-21,26,58,3,EMP-02058,Referral
REQ-00635,Marketing,Norge,Specialist,Mid,2022-06-25,2022-07-13,18,80,3,EMP-02059,Internal
REQ-00636,Engineering,Tyskland,Individual Contributor,Junior,2024-04-29,2024-06-03,35,133,10,EMP-02062,LinkedIn
REQ-00637,Marketing,Norge,Individual Contributor,Junior,2022-02-19,2022-03-15,24,117,12,EMP-02066,Referral
REQ-00638,Marketing,Norge,Individual Contributor,Mid,2022-11-12,2022-12-23,41,120,10,EMP-02071,LinkedIn
REQ-00639,Customer Support,Norge,Individual Contributor,Junior,2024-04-06,2024-05-03,27,100,11,EMP-02076,Agency
REQ-00640,Operations,Danmark,Individual Contributor,Junior,2024-11-03,2024-12-10,37,131,3,EMP-02078,LinkedIn
REQ-00641,Customer Support,Sverige,Individual Contributor,Junior,2024-04-18,2024-05-25,37,103,14,EMP-02081,LinkedIn
REQ-00642,Marketing,Sverige,Individual Contributor,Mid,2023-01-20,2023-03-07,46,115,15,EMP-02083,Referral
REQ-00643,Sales,Tyskland,Individual Contributor,Junior,2024-04-05,2024-04-27,22,89,12,EMP-02084,LinkedIn
REQ-00644,Customer Support,Norge,Individual Contributor,Junior,2024-02-02,2024-04-01,59,94,14,EMP-02085,Referral
REQ-00645,Sales,Norge,Individual Contributor,Mid,2022-09-04,2022-09-18,14,37,9,EMP-02086,Job Board
REQ-00646,R&D,Sverige,Individual Contributor,Junior,2024-11-10,2024-12-10,30,63,4,EMP-02088,LinkedIn
REQ-00647,Engineering,Sverige,Individual Contributor,Junior,2024-04-08,2024-05-21,43,36,14,EMP-02092,Agency
REQ-00648,Engineering,Norge,Individual Contributor,Mid,2023-02-14,2023-03-24,38,101,5,EMP-02094,Referral
REQ-00649,Engineering,Norge,Individual Contributor,Mid,2023-02-26,2023-03-14,16,143,4,EMP-02095,Referral
REQ-00650,Finance,Norge,Individual Contributor,Junior,2024-10-18,2024-12-10,53,140,3,EMP-02096,Agency
REQ-00651,Engineering,Sverige,Individual Contributor,Junior,2021-12-30,2022-03-02,62,130,11,EMP-02101,LinkedIn
REQ-00652,Operations,Finland,Individual Contributor,Mid,2024-10-19,2024-12-10,52,141,5,EMP-02105,Job Board
REQ-00653,Sales,Danmark,Individual Contributor,Mid,2024-03-03,2024-03-27,24,37,15,EMP-02109,Referral
REQ-00654,Sales,Norge,Individual Contributor,Junior,2023-09-24,2023-10-21,27,100,7,EMP-02110,Referral
REQ-00655,Sales,Sverige,Individual Contributor,Mid,2022-01-27,2022-02-25,29,83,6,EMP-02116,Internal
REQ-00656,R&D,Norge,Individual Contributor,Mid,2023-07-02,2023-08-02,31,54,13,EMP-02121,LinkedIn
REQ-00657,Customer Support,Sverige,Individual Contributor,Junior,2022-09-11,2022-10-27,46,43,14,EMP-02122,Referral
REQ-00658,Sales,Sverige,Individual Contributor,Junior,2023-07-06,2023-08-02,27,124,6,EMP-02125,LinkedIn
REQ-00659,Customer Support,Sverige,Individual Contributor,Junior,2024-11-18,2024-12-10,22,43,6,EMP-02126,LinkedIn
REQ-00660,Sales,Finland,Individual Contributor,Junior,2024-02-23,2024-04-10,47,29,7,EMP-02130,Agency
REQ-00661,Marketing,Tyskland,Specialist,Mid,2022-11-21,2022-12-26,35,81,9,EMP-02135,Internal
REQ-00662,R&D,Norge,Individual Contributor,Junior,2023-10-14,2023-11-25,42,56,8,EMP-02137,Agency
REQ-00663,Customer Support,Norge,Specialist,Mid,2022-08-29,2022-10-23,55,120,12,EMP-02141,LinkedIn
REQ-00664,Operations,Sverige,Individual Contributor,Junior,2023-12-14,2024-01-11,28,105,6,EMP-02144,Internal
REQ-00665,Finance,Danmark,Individual Contributor,Junior,2023-08-13,2023-09-30,48,81,3,EMP-02146,LinkedIn
REQ-00666,Engineering,Tyskland,Individual Contributor,Junior,2024-10-19,2024-12-10,52,40,11,EMP-02147,Referral
REQ-00667,Operations,Finland,Specialist,Mid,2021-11-26,2022-01-25,60,117,5,EMP-02150,Job Board
REQ-00668,Marketing,Tyskland,Specialist,Mid,2022-08-25,2022-10-17,53,20,7,EMP-02154,Internal
REQ-00669,Sales,Danmark,Individual Contributor,Mid,2022-07-24,2022-08-16,23,129,9,EMP-02156,LinkedIn
REQ-00670,Sales,Sverige,Individual Contributor,Mid,2022-09-01,2022-11-04,64,36,3,EMP-02158,Referral
REQ-00671,Engineering,Sverige,Individual Contributor,Junior,2022-04-07,2022-05-29,52,36,12,EMP-02161,LinkedIn
REQ-00672,Engineering,Norge,Individual Contributor,Junior,2023-03-28,2023-04-29,32,149,4,EMP-02162,Job Board
REQ-00673,Engineering,Norge,Individual Contributor,Junior,2022-09-26,2022-10-28,32,43,11,EMP-02165,Agency
REQ-00674,Engineering,Norge,Individual Contributor,Junior,2023-12-18,2024-02-28,72,58,12,EMP-02167,Agency
REQ-00675,Engineering,Tyskland,Individual Contributor,Mid,2022-05-05,2022-07-13,69,130,8,EMP-02170,Internal
REQ-00676,R&D,Finland,Individual Contributor,Junior,2024-10-10,2024-12-10,61,69,9,EMP-02175,Internal
REQ-00677,Engineering,Sverige,Individual Contributor,Junior,2023-07-05,2023-08-15,41,48,7,EMP-02176,Referral
REQ-00678,Engineering,Sverige,Individual Contributor,Junior,2022-05-19,2022-07-02,44,39,11,EMP-02181,LinkedIn
REQ-00679,Sales,Finland,Individual Contributor,Junior,2023-06-13,2023-07-04,21,142,11,EMP-02185,Referral
REQ-00680,Sales,Finland,Individual Contributor,Mid,2023-06-07,2023-07-17,40,34,6,EMP-02189,Job Board
REQ-00681,Sales,Norge,Individual Contributor,Junior,2024-03-03,2024-04-09,37,97,15,EMP-02190,Agency
REQ-00682,Customer Support,Sverige,Individual Contributor,Junior,2024-10-14,2024-12-10,57,118,13,EMP-02193,LinkedIn
REQ-00683,Engineering,Danmark,Individual Contributor,Mid,2022-12-04,2023-01-18,45,106,4,EMP-02200,LinkedIn
REQ-00684,Sales,Sverige,Individual Contributor,Junior,2023-10-08,2023-11-06,29,119,4,EMP-02203,Internal
REQ-00685,Engineering,Norge,Individual Contributor,Junior,2024-10-17,2024-12-10,54,40,5,EMP-02206,LinkedIn
REQ-00686,Engineering,Danmark,Individual Contributor,Junior,2021-12-07,2022-02-07,62,103,14,EMP-02209,LinkedIn
REQ-00687,Engineering,Finland,Individual Contributor,Junior,2024-02-22,2024-05-15,83,59,4,EMP-02210,Job Board
REQ-00688,Operations,Tyskland,Individual Contributor,Junior,2024-07-29,2024-08-22,24,81,15,EMP-02215,Job Board
REQ-00689,HR,Sverige,Individual Contributor,Mid,2022-04-10,2022-05-12,32,136,6,EMP-02218,Internal
REQ-00690,Finance,Tyskland,Individual Contributor,Junior,2024-11-03,2024-12-10,37,24,3,EMP-02226,Agency
REQ-00691,Marketing,Danmark,Individual Contributor,Junior,2024-11-09,2024-12-10,31,29,15,EMP-02228,LinkedIn
REQ-00692,Operations,Norge,Individual Contributor,Junior,2024-01-05,2024-01-30,25,60,15,EMP-02230,Referral
REQ-00693,Operations,Sverige,Specialist,Mid,2022-10-15,2022-11-15,31,133,12,EMP-02235,Internal
